Report Date,Market,BenchName,Currency,TimeZone,Resolution
12/08/2013,NPS_SpotSubDaily,NPS_SpotSubDaily,EUR,Central Europe Standard Time,Hour
,,NPSBase,NPSPeak
,Winter Short,90,90
,Winter Medium,17,17
,Winter Long,10,10
,Winter Time,0.5,0.5
,Summer Short,90,90
,Summer Medium,17,17
,Summer Long,10,10
,Summer Time,0.5,0.5
Date,Hour
10/04/2015,5,27.7569831716828,0
10/04/2015,6,27.7551897914673,0
10/04/2015,7,27.7533988480282,0
10/04/2015,8,27.751610341802,0
10/04/2015,9,27.7498242727888,27.7498242727888
10/04/2015,10,27.7480406416871,27.7480406416871
10/04/2015,11,27.7462594487588,27.7462594487588
10/04/2015,12,27.7444806941785,27.7444806941785
10/04/2015,13,27.7427043783828,27.7427043783828
10/04/2015,14,27.7409305018082,27.7409305018082
10/04/2015,15,27.7391590646293,27.7391590646293
10/04/2015,16,27.7373900672828,27.7373900672828
10/04/2015,17,27.7356235099433,27.7356235099433
10/04/2015,18,27.7338593932218,27.7338593932218
10/04/2015,19,27.7320977172058,27.7320977172058
10/04/2015,20,27.7303384823317,27.7303384823317
10/04/2015,21,27.7285816890362,0
10/04/2015,22,27.7268273373193,0
10/04/2015,23,27.7250754279667,0
10/04/2015,24,27.7233259609784,0
11/04/2015,1,27.721578936791,0
11/04/2015,2,27.7198343557538,0
11/04/2015,3,27.7180922183034,0
11/04/2015,4,27.7163525245269,0
11/04/2015,5,27.7146152749483,0
11/04/2015,6,27.7128804698295,0
11/04/2015,7,27.7111481096072,0
11/04/2015,8,27.7094181945431,0
11/04/2015,9,27.7076907248993,0
11/04/2015,10,27.7059657011996,0
11/04/2015,11,27.704243123444,0
11/04/2015,12,27.7025229924184,0
11/04/2015,13,27.70080530821,0
11/04/2015,14,27.6990900709934,0
11/04/2015,15,27.6973772813799,0
11/04/2015,16,27.6956669397186,0
11/04/2015,17,27.6939590460097,0
11/04/2015,18,27.6922536010388,0
11/04/2015,19,27.6905506048934,0
11/04/2015,20,27.6888500577479,0
11/04/2015,21,27.687151960301,0
11/04/2015,22,27.6854563126399,0
11/04/2015,23,27.6837631152011,0
11/04/2015,24,27.6820723682467,0
12/04/2015,1,27.6803840722132,0
12/04/2015,2,27.6786982273625,0
12/04/2015,3,27.6770148340438,0
12/04/2015,4,27.6753338926064,0
12/04/2015,5,27.6736554033123,0
12/04/2015,6,27.6719793666853,0
12/04/2015,7,27.6703057829,0
12/04/2015,8,27.6686346522183,0
12/04/2015,9,27.6669659752515,0
12/04/2015,10,27.6652997520869,0
12/04/2015,11,27.6636359831609,0
12/04/2015,12,27.661974668823,0
12/04/2015,13,27.6603158093349,0
12/04/2015,14,27.6586594051332,0
12/04/2015,15,27.65700545648,0
12/04/2015,16,27.6553539637243,0
12/04/2015,17,27.6537049272156,0
12/04/2015,18,27.652058347303,0
12/04/2015,19,27.6504142242484,0
12/04/2015,20,27.6487725585757,0
12/04/2015,21,27.647133350285,0
12/04/2015,22,27.645496600162,0
12/04/2015,23,27.6438623081194,0
12/04/2015,24,27.6422304747684,0
13/04/2015,1,27.6406011002837,0
13/04/2015,2,27.638974185189,0
13/04/2015,3,27.6373497294844,0
13/04/2015,4,27.6357277339557,0
13/04/2015,5,27.6341081986029,0
13/04/2015,6,27.6324911238626,0
13/04/2015,7,27.6308765100839,0
13/04/2015,8,27.6292643576162,0
13/04/2015,9,27.6276546667214,27.6276546667214
13/04/2015,10,27.626047437836,27.626047437836
13/04/2015,11,27.6244426713092,27.6244426713092
13/04/2015,12,27.6228403672285,27.6228403672285
13/04/2015,13,27.6212405263796,27.6212405263796
13/04/2015,14,27.6196431486751,27.6196431486751
13/04/2015,15,27.6180482345517,27.6180482345517
13/04/2015,16,27.6164557846205,27.6164557846205
13/04/2015,17,27.6148657988815,27.6148657988815
13/04/2015,18,27.6132782777713,27.6132782777713
13/04/2015,19,27.6116932218138,27.6116932218138
13/04/2015,20,27.6101106310089,27.6101106310089
13/04/2015,21,27.6085305058805,0
13/04/2015,22,27.6069528469525,0
13/04/2015,23,27.6053776541376,0
13/04/2015,24,27.6038049281342,0
14/04/2015,1,27.602234669117,0
14/04/2015,2,27.6006668774353,0
14/04/2015,3,27.5991015535255,0
14/04/2015,4,27.5975386974751,0
14/04/2015,5,27.5959783099825,0
14/04/2015,6,27.5944203911349,0
14/04/2015,7,27.5928649411944,0
14/04/2015,8,27.5913119607721,0
14/04/2015,9,27.5897614500427,27.5897614500427
14/04/2015,10,27.5882134092681,27.5882134092681
14/04/2015,11,27.5866678390594,27.5866678390594
14/04/2015,12,27.5851247394166,27.5851247394166
14/04/2015,13,27.5835841108637,27.5835841108637
14/04/2015,14,27.5820459538372,27.5820459538372
14/04/2015,15,27.5805102683371,27.5805102683371
14/04/2015,16,27.5789770551492,27.5789770551492
14/04/2015,17,27.5774463140988,27.5774463140988
14/04/2015,18,27.5759180460591,27.5759180460591
14/04/2015,19,27.5743922510301,27.5743922510301
14/04/2015,20,27.572868929361,27.572868929361
14/04/2015,21,27.5713480814011,0
14/04/2015,22,27.5698297076742,0
14/04/2015,23,27.568313808355,0
14/04/2015,24,27.5668003837927,0
15/04/2015,1,27.5652894344239,0
15/04/2015,2,27.5637809603359,0
15/04/2015,3,27.5622749620525,0
15/04/2015,4,27.5607714400976,0
15/04/2015,5,27.5592703943839,0
15/04/2015,6,27.55777182561,0
15/04/2015,7,27.5562757339503,0
15/04/2015,8,27.5547821196669,0
15/04/2015,9,27.5532909832837,27.5532909832837
15/04/2015,10,27.5518023249751,27.5518023249751
15/04/2015,11,27.5503161453526,27.5503161453526
15/04/2015,12,27.5488324443286,27.5488324443286
15/04/2015,13,27.5473512226017,27.5473512226017
15/04/2015,14,27.5458724803466,27.5458724803466
15/04/2015,15,27.5443962179124,27.5443962179124
15/04/2015,16,27.5429224356485,27.5429224356485
15/04/2015,17,27.541451133904,27.541451133904
15/04/2015,18,27.5399823131156,27.5399823131156
15/04/2015,19,27.5385159733705,27.5385159733705
15/04/2015,20,27.5370521151926,27.5370521151926
15/04/2015,21,27.5355907390185,0
15/04/2015,22,27.5341318448482,0
15/04/2015,23,27.5326754333801,0
15/04/2015,24,27.5312215047015,0
16/04/2015,1,27.5297700593364,0
16/04/2015,2,27.5283210973721,0
16/04/2015,3,27.5268746194197,0
16/04/2015,4,27.5254306257411,0
16/04/2015,5,27.5239891165984,0
16/04/2015,6,27.5225500922534,0
16/04/2015,7,27.5211135533173,0
16/04/2015,8,27.5196794999647,0
16/04/2015,9,27.5182479323703,27.5182479323703
16/04/2015,10,27.5168188512325,27.5168188512325
16/04/2015,11,27.5153922565514,27.5153922565514
16/04/2015,12,27.5139681489381,27.5139681489381
16/04/2015,13,27.5125465285673,27.5125465285673
16/04/2015,14,27.5111273957009,27.5111273957009
16/04/2015,15,27.50971075095,27.50971075095
16/04/2015,16,27.5082965944021,27.5082965944021
16/04/2015,17,27.5068849265808,27.5068849265808
16/04/2015,18,27.5054757475737,27.5054757475737
16/04/2015,19,27.504069058079,27.504069058079
16/04/2015,20,27.5026648580097,27.5026648580097
16/04/2015,21,27.5012631481513,0
16/04/2015,22,27.4998639284167,0
16/04/2015,23,27.4984671995044,0
16/04/2015,24,27.4970729615889,0
17/04/2015,1,27.4956812148448,0
17/04/2015,2,27.4942919599707,0
17/04/2015,3,27.4929051970539,0
17/04/2015,4,27.4915209265309,0
17/04/2015,5,27.4901391485764,0
17/04/2015,6,27.4887598638015,0
17/04/2015,7,27.4873830722936,0
17/04/2015,8,27.4860087746638,0
17/04/2015,9,27.4846369709121,27.4846369709121
17/04/2015,10,27.4832676615624,27.4832676615624
17/04/2015,11,27.4819008470513,27.4819008470513
17/04/2015,12,27.4805365276407,27.4805365276407
17/04/2015,13,27.4791747034178,27.4791747034178
17/04/2015,14,27.4778153751686,27.4778153751686
17/04/2015,15,27.4764585428929,27.4764585428929
17/04/2015,16,27.4751042071148,27.4751042071148
17/04/2015,17,27.4737523680087,27.4737523680087
17/04/2015,18,27.4724030260986,27.4724030260986
17/04/2015,19,27.4710561815591,27.4710561815591
17/04/2015,20,27.4697118348267,27.4697118348267
17/04/2015,21,27.4683699862508,0
17/04/2015,22,27.4670306360931,0
17/04/2015,23,27.465693784703,0
17/04/2015,24,27.4643594325171,0
18/04/2015,1,27.4630275797972,0
18/04/2015,2,27.4616982268926,0
18/04/2015,3,27.4603713741526,0
18/04/2015,4,27.4590470219264,0
18/04/2015,5,27.4577251703886,0
18/04/2015,6,27.4564058202377,0
18/04/2015,7,27.4550889714737,0
18/04/2015,8,27.4537746246206,0
18/04/2015,9,27.4524627799401,0
18/04/2015,10,27.4511534376943,0
18/04/2015,11,27.4498465984943,0
18/04/2015,12,27.4485422624275,0
18/04/2015,13,27.4472404298431,0
18/04/2015,14,27.4459411012649,0
18/04/2015,15,27.4446442768676,0
18/04/2015,16,27.4433499570005,0
18/04/2015,17,27.4420581421,0
18/04/2015,18,27.4407688324281,0
18/04/2015,19,27.4394820283342,0
18/04/2015,20,27.4381977301673,0
18/04/2015,21,27.4369159382768,0
18/04/2015,22,27.4356366530119,0
18/04/2015,23,27.4343598746345,0
18/04/2015,24,27.4330856036686,0
19/04/2015,1,27.4318138402014,0
19/04/2015,2,27.4305445847567,0
19/04/2015,3,27.4292778375966,0
19/04/2015,4,27.4280135990703,0
19/04/2015,5,27.4267518696142,0
19/04/2015,6,27.4254926494032,0
19/04/2015,7,27.4242359388736,0
19/04/2015,8,27.4229817383748,0
19/04/2015,9,27.4217300481687,0
19/04/2015,10,27.4204808686918,0
19/04/2015,11,27.4192342002934,0
19/04/2015,12,27.4179900430609,0
19/04/2015,13,27.4167483978672,0
19/04/2015,14,27.4155092643632,0
19/04/2015,15,27.414272643422,0
19/04/2015,16,27.4130385353055,0
19/04/2015,17,27.4118069400138,0
19/04/2015,18,27.4105778583325,0
19/04/2015,19,27.4093512902618,0
19/04/2015,20,27.4081272364128,0
19/04/2015,21,27.4069056968729,0
19/04/2015,22,27.4056866721658,0
19/04/2015,23,27.4044701625535,0
19/04/2015,24,27.4032561683853,0
20/04/2015,1,27.4020446900104,0
20/04/2015,2,27.400835727778,0
20/04/2015,3,27.3996292818629,0
20/04/2015,4,27.3984253529634,0
20/04/2015,5,27.3972239411669,0
20/04/2015,6,27.3960250468226,0
20/04/2015,7,27.3948286703671,0
20/04/2015,8,27.3936348119751,0
20/04/2015,9,27.3924434721703,27.3924434721703
20/04/2015,10,27.3912546511274,27.3912546511274
20/04/2015,11,27.3900683494576,27.3900683494576
20/04/2015,12,27.3888845671609,27.3888845671609
20/04/2015,13,27.3877033048484,27.3877033048484
20/04/2015,14,27.3865245626948,27.3865245626948
20/04/2015,15,27.3853483410494,27.3853483410494
20/04/2015,16,27.3841746403486,27.3841746403486
20/04/2015,17,27.3830034609418,27.3830034609418
20/04/2015,18,27.3818348030036,27.3818348030036
20/04/2015,19,27.3806686670578,27.3806686670578
20/04/2015,20,27.3795050533663,27.3795050533663
20/04/2015,21,27.3783439622785,0
20/04/2015,22,27.3771853941435,0
20/04/2015,23,27.3760293491359,0
20/04/2015,24,27.3748758279544,0
21/04/2015,1,27.3737248306861,0
21/04/2015,2,27.3725763576804,0
21/04/2015,3,27.3714304092864,0
21/04/2015,4,27.3702869860281,0
21/04/2015,5,27.3691460879054,0
21/04/2015,6,27.3680077155295,0
21/04/2015,7,27.3668718691624,0
21/04/2015,8,27.3657385492406,0
21/04/2015,9,27.3646077559388,27.3646077559388
21/04/2015,10,27.3634794896061,27.3634794896061
21/04/2015,11,27.3623537506792,27.3623537506792
21/04/2015,12,27.3612305395072,27.3612305395072
21/04/2015,13,27.3601098564395,27.3601098564395
21/04/2015,14,27.3589917015634,27.3589917015634
21/04/2015,15,27.3578760756645,27.3578760756645
21/04/2015,16,27.3567629787431,27.3567629787431
21/04/2015,17,27.3556524112355,27.3556524112355
21/04/2015,18,27.3545443734911,27.3545443734911
21/04/2015,19,27.3534388658591,27.3534388658591
21/04/2015,20,27.3523358886887,27.3523358886887
21/04/2015,21,27.3512354423292,0
21/04/2015,22,27.3501375269552,0
21/04/2015,23,27.3490421431779,0
21/04/2015,24,27.3479492912593,0
22/04/2015,1,27.3468589713739,0
22/04/2015,2,27.3457711839583,0
22/04/2015,3,27.3446859295364,0
22/04/2015,4,27.3436032081081,0
22/04/2015,5,27.342523020372,0
22/04/2015,6,27.3414453664154,0
22/04/2015,7,27.3403702465876,0
22/04/2015,8,27.3392976614123,0
22/04/2015,9,27.3382276110642,27.3382276110642
22/04/2015,10,27.3371600959799,27.3371600959799
22/04/2015,11,27.3360951164213,27.3360951164213
22/04/2015,12,27.335032672825,27.335032672825
22/04/2015,13,27.3339727654529,27.3339727654529
22/04/2015,14,27.332915394567,27.332915394567
22/04/2015,15,27.3318605608656,27.3318605608656
22/04/2015,16,27.3308082641743,27.3308082641743
22/04/2015,17,27.3297585052787,27.3297585052787
22/04/2015,18,27.328711284179,27.328711284179
22/04/2015,19,27.3276666016609,27.3276666016609
22/04/2015,20,27.3266244574625,27.3266244574625
22/04/2015,21,27.3255848524568,0
22/04/2015,22,27.3245477867313,0
22/04/2015,23,27.3235132606351,0
22/04/2015,24,27.3224812746048,0
23/04/2015,1,27.3214518289024,0
23/04/2015,2,27.320424923877,0
23/04/2015,3,27.319400559878,0
23/04/2015,4,27.3183787373418,0
23/04/2015,5,27.3173594564432,0
23/04/2015,6,27.3163427176187,0
23/04/2015,7,27.3153285212175,0
23/04/2015,8,27.3143168675888,0
23/04/2015,9,27.3133077570819,27.3133077570819
23/04/2015,10,27.3123011898715,27.3123011898715
23/04/2015,11,27.3112971665687,27.3112971665687
23/04/2015,12,27.3102956873481,27.3102956873481
23/04/2015,13,27.309296752559,27.309296752559
23/04/2015,14,27.3083003625507,27.3083003625507
23/04/2015,15,27.3073065177596,27.3073065177596
23/04/2015,16,27.3063152183604,27.3063152183604
23/04/2015,17,27.305326464877,27.305326464877
23/04/2015,18,27.3043402575713,27.3043402575713
23/04/2015,19,27.303356596618,27.303356596618
23/04/2015,20,27.3023754827154,27.3023754827154
23/04/2015,21,27.301396915951,0
23/04/2015,22,27.3004208967614,0
23/04/2015,23,27.299447425321,0
23/04/2015,24,27.2984765022411,0
24/04/2015,1,27.297508127609,0
24/04/2015,2,27.296542302036,0
24/04/2015,3,27.2955790256092,0
24/04/2015,4,27.2946182987653,0
24/04/2015,5,27.2936601220281,0
24/04/2015,6,27.2927044953103,0
24/04/2015,7,27.2917514194851,0
24/04/2015,8,27.2908008943778,0
24/04/2015,9,27.2898529207741,27.2898529207741
24/04/2015,10,27.2889074986742,27.2889074986742
24/04/2015,11,27.2879646286892,27.2879646286892
24/04/2015,12,27.2870243109937,27.2870243109937
24/04/2015,13,27.2860865460243,27.2860865460243
24/04/2015,14,27.2851513339556,27.2851513339556
24/04/2015,15,27.2842186753987,27.2842186753987
24/04/2015,16,27.2832885704411,27.2832885704411
24/04/2015,17,27.2823610196065,27.2823610196065
24/04/2015,18,27.2814360231569,27.2814360231569
24/04/2015,19,27.2805135813542,27.2805135813542
24/04/2015,20,27.2795936948096,27.2795936948096
24/04/2015,21,27.2786763635231,0
24/04/2015,22,27.2777615880186,0
24/04/2015,23,27.2768493687327,0
24/04/2015,24,27.2759397058398,0
25/04/2015,1,27.2750325997768,0
25/04/2015,2,27.2741280508053,0
25/04/2015,3,27.2732260592747,0
25/04/2015,4,27.272326625709,0
25/04/2015,5,27.2714297501952,0
25/04/2015,6,27.2705354331702,0
25/04/2015,7,27.2696436750703,0
25/04/2015,8,27.2687544762448,0
25/04/2015,9,27.2678678367811,0
25/04/2015,10,27.2669837573776,0
25/04/2015,11,27.2661022380344,0
25/04/2015,12,27.2652232794499,0
25/04/2015,13,27.2643468816241,0
25/04/2015,14,27.2634730450809,0
25/04/2015,15,27.2626017702569,0
25/04/2015,16,27.2617330572393,0
25/04/2015,17,27.2608669065521,0
25/04/2015,18,27.2600033185445,0
25/04/2015,19,27.2591422934784,0
25/04/2015,20,27.258283831703,0
25/04/2015,21,27.257427933655,0
25/04/2015,22,27.2565745995962,0
25/04/2015,23,27.2557238297886,0
25/04/2015,24,27.2548756248434,0
26/04/2015,1,27.2540299848479,0
26/04/2015,2,27.2531869102386,0
26/04/2015,3,27.2523464013648,0
26/04/2015,4,27.2515084584884,0
26/04/2015,5,27.250673082046,0
26/04/2015,6,27.2498402724741,0
26/04/2015,7,27.2490100299474,0
26/04/2015,8,27.2481823548151,0
26/04/2015,9,27.2473572475137,0
26/04/2015,10,27.2465347083053,0
26/04/2015,11,27.2457147376263,0
26/04/2015,12,27.2448973357386,0
26/04/2015,13,27.2440825029917,0
26/04/2015,14,27.2432702397346,0
26/04/2015,15,27.2424605464912,0
26/04/2015,16,27.2416534232616,0
26/04/2015,17,27.2408488705696,0
26/04/2015,18,27.2400468888518,0
26/04/2015,19,27.2392474783701,0
26/04/2015,20,27.2384506393864,0
26/04/2015,21,27.2376563723374,0
26/04/2015,22,27.2368646775722,0
26/04/2015,23,27.23607555544,0
26/04/2015,24,27.2352890062029,0
27/04/2015,1,27.2345050302101,0
27/04/2015,2,27.2337236279855,0
27/04/2015,3,27.2329447997035,0
27/04/2015,4,27.2321685457136,0
27/04/2015,5,27.2313948662777,0
27/04/2015,6,27.2306237620942,0
27/04/2015,7,27.2298552331631,0
27/04/2015,8,27.2290892798337,0
27/04/2015,9,27.2283259026299,27.2283259026299
27/04/2015,10,27.2275651019008,27.2275651019008
27/04/2015,11,27.2268068778212,27.2268068778212
27/04/2015,12,27.2260512307403,27.2260512307403
27/04/2015,13,27.2252981612692,27.2252981612692
27/04/2015,14,27.2245476694952,27.2245476694952
27/04/2015,15,27.2237997557677,27.2237997557677
27/04/2015,16,27.2230544206104,27.2230544206104
27/04/2015,17,27.2223116640234,27.2223116640234
27/04/2015,18,27.2215714868798,27.2215714868798
27/04/2015,19,27.2208338890923,27.2208338890923
27/04/2015,20,27.2200988711847,27.2200988711847
27/04/2015,21,27.2193664333317,0
27/04/2015,22,27.2186365761445,0
27/04/2015,23,27.2179092997103,0
27/04/2015,24,27.2171846047277,0
28/04/2015,1,27.216462491022,0
28/04/2015,2,27.2157429592917,0
28/04/2015,3,27.2150260098861,0
28/04/2015,4,27.2143116431544,0
28/04/2015,5,27.2135998590966,0
28/04/2015,6,27.2128906585858,0
28/04/2015,7,27.2121840416221,0
28/04/2015,8,27.2114800085546,0
28/04/2015,9,27.21077855982,27.21077855982
28/04/2015,10,27.2100796958548,27.2100796958548
28/04/2015,11,27.2093834168336,27.2093834168336
28/04/2015,12,27.2086897231056,27.2086897231056
28/04/2015,13,27.2079986151948,27.2079986151948
28/04/2015,14,27.2073100932757,27.2073100932757
28/04/2015,15,27.2066241576977,27.2066241576977
28/04/2015,16,27.2059408089845,27.2059408089845
28/04/2015,17,27.2052600471361,27.2052600471361
28/04/2015,18,27.2045818729384,27.2045818729384
28/04/2015,19,27.2039062863914,27.2039062863914
28/04/2015,20,27.203233288019,27.203233288019
28/04/2015,21,27.2025628779083,0
28/04/2015,22,27.2018950569327,0
28/04/2015,23,27.2012298249174,0
28/04/2015,24,27.2005671823863,0
29/04/2015,1,27.1999071296887,0
29/04/2015,2,27.1992496673483,0
29/04/2015,3,27.198594795278,0
29/04/2015,4,27.1979425142636,0
29/04/2015,5,27.1972928244795,0
29/04/2015,6,27.1966457261879,0
29/04/2015,7,27.1960012198251,0
29/04/2015,8,27.1953593056533,0
29/04/2015,9,27.1947199841961,27.1947199841961
29/04/2015,10,27.1940832557157,27.1940832557157
29/04/2015,11,27.1934491204738,27.1934491204738
29/04/2015,12,27.1928175788198,27.1928175788198
29/04/2015,13,27.1921886312775,27.1921886312775
29/04/2015,14,27.191562277847,27.191562277847
29/04/2015,15,27.1909385194012,27.1909385194012
29/04/2015,16,27.1903173557657,27.1903173557657
29/04/2015,17,27.1896987875516,27.1896987875516
29/04/2015,18,27.1890828150208,27.1890828150208
29/04/2015,19,27.1884694386099,27.1884694386099
29/04/2015,20,27.1878586585808,27.1878586585808
29/04/2015,21,27.1872504752828,0
29/04/2015,22,27.1866448891524,0
29/04/2015,23,27.1860419003642,0
29/04/2015,24,27.1854415095295,0
30/04/2015,1,27.1848437165609,0
30/04/2015,2,27.1842485223315,0
30/04/2015,3,27.1836559268413,0
30/04/2015,4,27.1830659304396,0
30/04/2015,5,27.1824785336503,0
30/04/2015,6,27.1818937368225,0
30/04/2015,7,27.1813115399564,0
30/04/2015,8,27.1807319439249,0
30/04/2015,9,27.1801549485535,27.1801549485535
30/04/2015,10,27.1795805545407,27.1795805545407
30/04/2015,11,27.1790087620611,27.1790087620611
30/04/2015,12,27.1784395717259,27.1784395717259
30/04/2015,13,27.1778729834477,27.1778729834477
30/04/2015,14,27.1773089979251,27.1773089979251
30/04/2015,15,27.1767476153327,27.1767476153327
30/04/2015,16,27.1761888360197,27.1761888360197
30/04/2015,17,27.1756326604227,27.1756326604227
30/04/2015,18,27.1750790889782,27.1750790889782
30/04/2015,19,27.1745281216863,27.1745281216863
30/04/2015,20,27.1739797593327,27.1739797593327
30/04/2015,21,27.1734340017429,0
30/04/2015,22,27.1728908498771,0
30/04/2015,23,27.1723503034737,0
30/04/2015,24,27.1718123634055,0
01/05/2015,1,27.1712770295853,0
01/05/2015,2,27.1707443027117,0
01/05/2015,3,27.1702141828719,0
01/05/2015,4,27.1696866705897,0
01/05/2015,5,27.1691617660399,0
01/05/2015,6,27.1686394697463,0
01/05/2015,7,27.1681197820581,0
01/05/2015,8,27.1676027029753,0
01/05/2015,9,27.167088233371,27.167088233371
01/05/2015,10,27.166576373158,27.166576373158
01/05/2015,11,27.1660671229474,27.1660671229474
01/05/2015,12,27.1655604829139,27.1655604829139
01/05/2015,13,27.1650564536685,27.1650564536685
01/05/2015,14,27.1645550351241,27.1645550351241
01/05/2015,15,27.1640562280663,27.1640562280663
01/05/2015,16,27.1635600324953,27.1635600324953
01/05/2015,17,27.1630664490222,27.1630664490222
01/05/2015,18,27.1625754778215,27.1625754778215
01/05/2015,19,27.1620871194173,27.1620871194173
01/05/2015,20,27.1616013738967,27.1616013738967
01/05/2015,21,27.1611182417837,0
01/05/2015,22,27.1606377235148,0
01/05/2015,23,27.1601598192647,0
01/05/2015,24,27.1596845292952,0
02/05/2015,1,27.1592118542176,0
02/05/2015,2,27.1587417942937,0
02/05/2015,3,27.1582743496983,0
02/05/2015,4,27.1578095209552,0
02/05/2015,5,27.1573473084136,0
02/05/2015,6,27.1568877123354,0
02/05/2015,7,27.1564307331573,0
02/05/2015,8,27.1559763710538,0
02/05/2015,9,27.1555246265489,0
02/05/2015,10,27.1550754999917,0
02/05/2015,11,27.1546289916441,0
02/05/2015,12,27.1541851017682,0
02/05/2015,13,27.1537438309751,0
02/05/2015,14,27.1533051794395,0
02/05/2015,15,27.1528691474232,0
02/05/2015,16,27.1524357354501,0
02/05/2015,17,27.1520049437822,0
02/05/2015,18,27.1515767727687,0
02/05/2015,19,27.1511512227589,0
02/05/2015,20,27.1507282941893,0
02/05/2015,21,27.1503079872346,0
02/05/2015,22,27.1498903024185,0
02/05/2015,23,27.1494752399158,0
02/05/2015,24,27.1490628002502,0
03/05/2015,1,27.1486529835965,0
03/05/2015,2,27.1482457905659,0
03/05/2015,3,27.1478412210708,0
03/05/2015,4,27.14743927581,0
03/05/2015,5,27.14703995522,0
03/05/2015,6,27.1466432592133,0
03/05/2015,7,27.1462491884886,0
03/05/2015,8,27.145857743395,0
03/05/2015,9,27.14546892402,0
03/05/2015,10,27.1450827309745,0
03/05/2015,11,27.1446991644334,0
03/05/2015,12,27.1443182249204,0
03/05/2015,13,27.1439399126102,0
03/05/2015,14,27.143564227852,0
03/05/2015,15,27.1431911711697,0
03/05/2015,16,27.142820742738,0
03/05/2015,17,27.1424529429933,0
03/05/2015,18,27.1420877722849,0
03/05/2015,19,27.1417252308747,0
03/05/2015,20,27.1413653191994,0
03/05/2015,21,27.1410080376954,0
03/05/2015,22,27.1406533862755,0
03/05/2015,23,27.1403013659001,0
03/05/2015,24,27.1399519766564,0
04/05/2015,1,27.1396052185446,0
04/05/2015,2,27.139261092525,0
04/05/2015,3,27.1389195985103,0
04/05/2015,4,27.1385807370243,0
04/05/2015,5,27.1382445083291,0
04/05/2015,6,27.1379109128611,0
04/05/2015,7,27.1375799509697,0
04/05/2015,8,27.1372516228294,0
04/05/2015,9,27.1369259290514,27.1369259290514
04/05/2015,10,27.1366028698103,27.1366028698103
04/05/2015,11,27.1362824455427,27.1362824455427
04/05/2015,12,27.1359646564233,27.1359646564233
04/05/2015,13,27.1356495030632,27.1356495030632
04/05/2015,14,27.135336985637,27.135336985637
04/05/2015,15,27.1350271044939,27.1350271044939
04/05/2015,16,27.1347198599833,27.1347198599833
04/05/2015,17,27.134415252629,27.134415252629
04/05/2015,18,27.1341132825182,27.1341132825182
04/05/2015,19,27.1338139502623,27.1338139502623
04/05/2015,20,27.1335172559484,27.1335172559484
04/05/2015,21,27.1332232000132,0
04/05/2015,22,27.1329317828931,0
04/05/2015,23,27.1326430049376,0
04/05/2015,24,27.1323568664084,0
05/05/2015,1,27.1320733676548,0
05/05/2015,2,27.1317925090261,0
05/05/2015,3,27.1315142909589,0
05/05/2015,4,27.1312387138023,0
05/05/2015,5,27.130965777731,0
05/05/2015,6,27.1306954832689,0
05/05/2015,7,27.1304278306779,0
05/05/2015,8,27.1301628203946,0
05/05/2015,9,27.1299004525936,27.1299004525936
05/05/2015,10,27.129640727886,27.129640727886
05/05/2015,11,27.1293836463592,27.1293836463592
05/05/2015,12,27.1291292084497,27.1291292084497
05/05/2015,13,27.1288774146815,27.1288774146815
05/05/2015,14,27.1286282651417,27.1286282651417
05/05/2015,15,27.1283817603544,27.1283817603544
05/05/2015,16,27.128137900494,27.128137900494
05/05/2015,17,27.1278966860846,27.1278966860846
05/05/2015,18,27.1276581174752,27.1276581174752
05/05/2015,19,27.1274221949279,27.1274221949279
05/05/2015,20,27.1271889187919,27.1271889187919
05/05/2015,21,27.1269582893292,0
05/05/2015,22,27.1267303072382,0
05/05/2015,23,27.1265049724316,0
05/05/2015,24,27.1262822854333,0
06/05/2015,1,27.1260622468544,0
06/05/2015,2,27.1258448566077,0
06/05/2015,3,27.1256301152171,0
06/05/2015,4,27.1254180232063,0
06/05/2015,5,27.1252085806627,0
06/05/2015,6,27.1250017881102,0
06/05/2015,7,27.1247976458108,0
06/05/2015,8,27.1245961540262,0
06/05/2015,9,27.1243973133678,27.1243973133678
06/05/2015,10,27.1242011240101,27.1242011240101
06/05/2015,11,27.1240075863025,27.1240075863025
06/05/2015,12,27.123816700594,27.123816700594
06/05/2015,13,27.1236284673214,27.1236284673214
06/05/2015,14,27.1234428866592,27.1234428866592
06/05/2015,15,27.1232599591312,27.1232599591312
06/05/2015,16,27.1230796850869,27.1230796850869
06/05/2015,17,27.1229020647879,27.1229020647879
06/05/2015,18,27.1227270984091,27.1227270984091
06/05/2015,19,27.1225547868235,27.1225547868235
06/05/2015,20,27.1223851299437,27.1223851299437
06/05/2015,21,27.1222181280318,0
06/05/2015,22,27.1220537818735,0
06/05/2015,23,27.1218920915562,0
06/05/2015,24,27.1217330573418,0
07/05/2015,1,27.1215766798414,0
07/05/2015,2,27.1214229591424,0
07/05/2015,3,27.1212718956813,0
07/05/2015,4,27.1211234898947,0
07/05/2015,5,27.1209777422191,0
07/05/2015,6,27.1208346526546,0
07/05/2015,7,27.1206942218123,0
07/05/2015,8,27.1205564500415,0
07/05/2015,9,27.1204213376041,27.1204213376041
07/05/2015,10,27.1202888848493,27.1202888848493
07/05/2015,11,27.1201590922137,27.1201590922137
07/05/2015,12,27.1200319599593,27.1200319599593
07/05/2015,13,27.1199074884353,27.1199074884353
